Date,Open,High,Low,Close,Volume,SMA_10,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Hist,RSI,BB_Middle,BB_Upper,BB_Lower,PE_Ratio,Market_Cap,Revenue,EPS,title,source,sentiment,news_count,symbol
2024-01-26,201.37,205.23,200.07,203.06,96465934,204.93800000000002,198.737,,201.98348418724538,196.72844345592065,5.255040731324726,5.867711878083637,-0.6126711467589105,60.31557011015183,198.737,217.1088813751656,180.3651186248344,,,,,,,neutral,0.0,AAPL
2024-01-29,202.2,203.67,198.42,201.34,86505783,204.81,199.804,,201.88448661997688,197.07004023696356,4.814446383013319,5.657058779069573,-0.8426123960562544,52.82131661442008,199.804,215.93621216924956,183.67178783075045,,,,,,,neutral,0.0,AAPL
2024-01-30,201.57,194.17,191.5,193.52,54432689,203.563,200.338,,200.5976425245958,196.8070742934848,3.790568231111024,5.283760669477864,-1.4931924383668402,38.12229437229438,200.338,214.71771905149748,185.9582809485025,,,,,,,neutral,0.0,AAPL
2024-01-31,193.91,193.88,190.56,192.83,62356788,202.023,200.857,,199.40262059773494,196.5124761976711,2.890144400063832,4.805037415595058,-1.9148930155312263,38.58159912376782,200.857,213.11037607613335,188.60362392386665,,,,,,,neutral,0.0,AAPL
2024-02-01,192.88,186.42,183.93,184.53,95888249,199.53500000000003,200.69,,197.11452512116034,195.624885368214,1.4896397529463457,4.1419578830653165,-2.652318130118971,29.421221864951775,200.69,213.75293108077403,187.62706891922596,,,,,,,neutral,0.0,AAPL
2024-02-02,185.0,185.52,181.67,183.45,62826325,196.818,200.332,,195.01229048713566,194.72304200760553,0.28924847953013,3.3714160023582798,-3.0821675228281498,28.436445444319446,200.332,214.8675369969421,185.79646300305788,,,,,,,neutral,0.0,AAPL
2024-02-05,184.01,186.59,184.11,186.35,63334305,194.796,199.843,,193.67963041219173,194.10281667370882,-0.42318626151708827,2.6124955495832065,-3.035681811100295,27.671668940427452,199.843,215.5819615119195,184.10403848808048,,,,,,,neutral,0.0,AAPL
2024-02-06,185.83,190.92,186.13,188.37,56058267,193.60399999999998,199.2845,,192.86276419493146,193.67816358676743,-0.8153993918359674,1.9269165612993717,-2.742315953135339,27.308043875685584,199.2845,215.8402768261048,182.72872317389522,,,,,,,neutral,0.0,AAPL
2024-02-07,188.6,186.99,183.79,184.48,59146143,191.829,198.39350000000002,,191.573108164942,192.99681813589575,-1.4237099709537517,1.2567912548487472,-2.680501225802499,23.17624273724985,198.39350000000002,216.14113234023654,180.6458676597635,,,,,,,neutral,0.0,AAPL
2024-02-08,184.41,178.73,173.8,176.69,84232211,189.462,197.16950000000003,,189.28339921648939,191.78890568138496,-2.505506464895575,0.5043317108998828,-3.0098381757954575,18.020735155513663,197.16950000000003,217.32425440840592,177.01474559159414,,,,,,,neutral,0.0,AAPL
2024-02-09,177.16,176.73,174.78,175.35,82980260,186.69099999999997,195.8145,,187.13979933702947,190.57120896424533,-3.4314096272158565,-0.28281655672326506,-3.1485930704925913,18.99086213746523,195.8145,218.01456398757963,173.61443601242038,,,,,,,neutral,0.0,AAPL
2024-02-12,175.56,178.56,176.35,177.74,74459439,184.331,194.57049999999998,,185.69367636210188,189.6207490409679,-3.9270726788660113,-1.0116677811518144,-2.915404897714197,25.72658772874061,194.57049999999998,217.92328860841826,171.2177113915817,,,,,,,neutral,0.0,AAPL
2024-02-13,178.18,176.5,174.12,174.6,27640141,182.43900000000002,193.001,,183.9869569217785,188.50810096385916,-4.521144042080664,-1.7135630333375844,-2.8075810087430795,21.007345225603387,193.001,217.32155565500958,168.68044434499043,,,,,,,neutral,0.0,AAPL
2024-02-14,174.98,176.67,172.61,174.52,43691176,180.608,191.31550000000001,,182.53050201073563,187.47194533690663,-4.941443326170997,-2.359139091904267,-2.58230423426673,21.827300479720904,191.31550000000001,215.86354738724268,166.76745261275735,,,,,AAPL reports strong quarterly earnings,MarketWatch,neutral,1.0,AAPL
2024-02-15,173.47,179.94,177.12,178.1,72488021,179.96499999999997,189.75,,181.84888631677632,186.77772716380244,-4.928840847026123,-2.8730794429286384,-2.0557614040974848,23.29910141206676,189.75,213.41700657032897,166.08299342967103,,,,,,,neutral,0.0,AAPL
2024-02-16,177.86,181.65,177.92,178.25,58956583,179.445,188.13150000000002,,181.29521149881074,186.14604367018742,-4.85083217137668,-3.2686299886182466,-1.5822021827584338,24.441000664157656,188.13150000000002,210.1597424221843,166.10325757781573,,,,,,,neutral,0.0,AAPL
2024-02-19,177.5,171.48,168.19,170.87,92400176,177.897,186.3465,,179.691332806686,185.01448487980318,-5.323152073117171,-3.679534405518032,-1.6436176675991394,24.681421864520473,186.3465,207.8635094527438,164.82949054725617,,,,,,,neutral,0.0,AAPL
2024-02-20,171.21,175.56,169.22,172.45,93599688,176.305,184.9545,,178.5772816056574,184.08378229611404,-5.506500690456647,-4.0449276625057555,-1.4615730279508918,27.663305567733445,184.9545,206.27462291363778,163.6343770863622,,,,,,,neutral,0.0,AAPL
2024-02-21,171.66,174.0,170.34,171.71,93385581,175.02800000000002,183.42849999999999,,177.52077674324855,183.1672058297352,-5.646429086486648,-4.365227947301934,-1.2812011391847147,33.158171308460325,183.42849999999999,203.89414080805193,162.96285919194804,,,,,,,neutral,0.0,AAPL
2024-02-22,172.72,171.75,170.26,171.74,27209375,174.533,181.9975,,176.63142647505646,182.3207461386437,-5.689319663587241,-4.630046290558996,-1.0592733730282458,34.179951364496105,181.9975,201.45591327982348,162.53908672017653,,,,,,,neutral,0.0,AAPL
2024-02-23,171.69,179.34,175.41,176.31,33394109,174.62900000000002,180.66000000000003,,176.5819762481247,181.87550568392936,-5.293529435804658,-4.762742919608128,-0.53078651619653,37.02171664943124,180.66000000000003,197.52748600742018,163.79251399257987,,,,,,,neutral,0.0,AAPL
2024-02-26,176.57,176.2,172.73,175.1,31682727,174.365,179.348,,176.35397990225937,181.37361637400866,-5.019636471749294,-4.814121630036361,-0.2055148417129331,32.47953525217848,179.348,193.26698907399864,165.42901092600138,,,,,,,neutral,0.0,AAPL
2024-02-27,174.8,178.77,174.96,176.67,40795877,174.572,178.5055,,176.40259837883485,181.02520034630433,-4.622601967469478,-4.775817697522984,0.15321573005350597,39.01547116736989,178.5055,190.75197485261685,166.25902514738317,,,,,,,neutral,0.0,AAPL
2024-02-28,177.15,175.94,172.01,174.58,37076516,174.578,177.59300000000002,,176.1221986282449,180.54777809842994,-4.425579470185056,-4.7057700520553984,0.2801905818703423,46.465661641541054,177.59300000000002,187.9136672570898,167.27233274291024,,,,,,,neutral,0.0,AAPL
2024-02-29,174.23,177.36,173.73,174.23,86861350,174.191,177.078,,175.83109114697643,180.07979453558326,-4.2487033886068275,-4.614356719365684,0.36565333075885675,48.059598059598045,177.078,186.95977610287514,167.19622389712487,,,,,,,neutral,0.0,AAPL
2024-03-01,174.67,167.98,163.6,166.48,93006272,173.014,176.2295,,174.39246173974928,179.07240234776228,-4.679940608012998,-4.627473497095147,-0.052467110917850945,33.54763296317937,176.2295,186.7040435272974,165.75495647270262,,,,,,,neutral,0.0,AAPL
2024-03-04,167.04,168.21,167.5,167.83,64124910,172.70999999999998,175.30349999999999,,173.3828522413263,178.2396318034836,-4.8567795621573,-4.673334710107578,-0.18344485204972205,39.562133826703686,175.30349999999999,185.27323161228705,165.33376838771292,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-03-05,167.0,183.98,177.34,180.47,59088542,173.512,174.9085,,174.47318266573762,178.40484426248483,-3.9316615967472046,-4.525000087435503,0.5933384906882981,56.612580573460754,174.9085,183.17979029582918,166.63720970417083,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-03-06,180.28,181.94,176.44,179.9,49904087,174.331,174.6795,,175.30807764023953,178.51559653933782,-3.2075188990982895,-4.26150384976806,1.0539849506697703,52.14387803716056,174.6795,182.03827986167641,167.32072013832357,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-03-07,180.51,176.09,174.98,175.86,93904139,174.743,174.63799999999998,,175.39298877251036,178.31888568457205,-2.9258969120616882,-3.9943824622267856,1.0684855501650974,47.394811423588415,174.63799999999998,181.95830082786964,167.31769917213032,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-03-08,175.28,177.93,172.85,174.54,58219256,174.56599999999997,174.5975,186.672,175.2617597305857,178.03896822645558,-2.7772084958698713,-3.750947668955403,0.9737391730855318,54.6093946244662,174.5975,181.9101735696888,167.2848264303112,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-03-11,174.19,180.81,179.94,180.02,38384933,175.058,174.7115,186.6724,175.993796695111,178.18571132079222,-2.191914625681221,-3.439141060300567,1.2472264346193458,58.65934568748572,174.7115,182.29646372679693,167.12653627320307,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-03-12,179.23,182.65,179.68,180.68,76441575,175.459,175.01550000000003,186.62919999999997,176.71475104970932,178.370473445178,-1.655722395468672,-3.0824573273341884,1.4267349318655165,60.27962411184964,175.01550000000003,183.0553703184085,166.97562968159156,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-03-13,181.15,175.23,172.37,174.13,46014319,175.41400000000002,174.99599999999998,186.4628,176.31709704206173,178.05636430109075,-1.7392672590290204,-2.813819313673155,1.0745520546441347,52.38285144566299,174.99599999999998,183.0428193127853,166.94918068721466,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-03-14,174.96,181.8,179.62,181.15,53379896,176.106,175.14849999999998,186.3284,177.06062057405222,178.28552250100995,-1.2249019269577275,-2.4960358363300696,1.2711339093723422,54.60076045627376,175.14849999999998,183.55076103654838,166.7462389634516,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-03-15,181.38,182.84,180.4,181.13,97898353,177.571,175.2925,186.13879999999997,177.68667894727497,178.49622453797218,-0.809545590697212,-2.1587377872034983,1.3491921965062863,55.86461777864229,175.2925,184.0113214437735,166.57367855622647,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-03-18,180.9,183.37,180.46,182.58,74170238,179.046,175.878,185.86780000000002,178.43949757077112,178.7987264240483,-0.35922885327718745,-1.7988360004182362,1.4396071471410488,55.76135698966662,175.878,184.9133425356666,166.84265746433337,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-03-19,182.71,182.8,179.52,181.9,41581425,179.18900000000002,176.3505,185.515,178.97188255988326,179.02845039263732,-0.056567832754069514,-1.450382366885403,1.3938145341313335,57.3376102646351,176.3505,185.61646369288593,167.0845363071141,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,AAPL reports strong quarterly earnings,MarketWatch,neutral,1.0,AAPL
2024-03-20,182.79,188.57,181.92,185.35,26177885,179.73399999999998,177.0325,185.17600000000002,179.9531313968243,179.49671332651604,0.45641807030824566,-1.0690222794466733,1.525440349754919,60.49452623631558,177.0325,186.8517096905685,167.2132903094315,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-03-21,185.64,189.1,182.92,186.62,98159247,180.81,177.7765,184.885,180.97880348962056,180.02436419121855,0.9544392984020078,-0.6643299638769371,1.618769262278945,71.6559139784946,177.7765,188.14669062911562,167.40630937088437,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-03-22,186.31,193.36,190.31,192.38,79185355,182.594,178.57999999999998,184.6836,182.73283372198662,180.93959647335052,1.7932372486361032,-0.17281652137432907,1.9660537700104324,74.11117658613234,178.57999999999998,190.79748875910818,166.3625112408918,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-03-25,193.48,197.63,191.9,193.94,29212300,183.98600000000002,179.522,184.51,184.4570131493733,181.9025893271764,2.5544238221968953,0.3726315473399159,2.1817922748569796,66.90936480040168,179.522,193.40186288420023,165.64213711579976,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-03-26,193.3,189.44,184.56,188.17,83130890,184.735,180.097,184.1536,185.02824189562358,182.36684196960778,2.661399926015804,0.8303852230750934,1.8310147029407104,59.18276704419272,180.097,194.42497646123394,165.76902353876608,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-03-27,188.19,189.5,183.86,186.71,95768161,185.993,180.70350000000002,183.7232,185.28697391168149,182.68855737926646,2.5984165324150297,1.1839914849430808,1.4144250474719489,62.77974087161363,180.70350000000002,195.0750322041433,166.33196779585674,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-03-28,186.16,185.42,182.93,184.11,86285094,186.28900000000002,181.1975,183.21719999999996,185.105901002192,182.79384942524672,2.3120515769452936,1.4096035033435235,0.9024480736017702,60.94214498056256,181.1975,195.30898673580242,167.08601326419756,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-03-29,183.53,187.63,182.86,184.63,56037204,186.63899999999998,182.105,182.69740000000002,185.03268546339325,182.92986057893216,2.1028248844610857,1.5482477795670362,0.5545771048940495,55.94531854526694,182.105,194.4559462667523,169.75405373324767,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-04-01,183.92,192.0,185.31,188.88,41867131,187.269,183.1575,182.3436,185.62458000748657,183.37061164715942,2.25396836032715,1.689391895719059,0.5645764646080909,59.67894239848913,183.1575,193.86473095561294,172.45026904438706,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-04-02,188.12,189.37,186.66,187.18,99150876,187.797,183.493,182.0814,185.86387539095017,183.65278856218467,2.2110868287655023,1.7937308823283478,0.41735594643715457,67.39536123700348,183.493,194.26596245236166,172.72003754763833,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-04-03,187.8,191.42,186.67,187.91,49137684,188.053,183.89350000000002,181.795,186.17866379234243,183.9681375575784,2.210526234764046,1.8770899528154876,0.33343628194855857,60.82639333760409,183.89350000000002,194.6995573169328,173.08744268306722,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-04-04,187.1,190.07,188.42,189.99,63646581,188.39,184.6,181.58759999999998,186.76502320890515,184.4142014422022,2.35082176670295,1.9718363155929801,0.37898545110996973,63.31129807692311,184.6,195.03585923126278,174.1641407687372,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-04-05,189.64,192.17,188.28,191.44,72947317,188.296,185.445,181.3552,187.48425040753514,184.93463096500201,2.549619442533128,2.08739294098101,0.4622265015521183,63.31129807692307,185.445,195.16324653882944,175.72675346117055,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-04-08,190.76,193.18,187.12,189.79,84722308,187.881,185.9335,181.12420000000003,187.8389811140682,185.29428793055743,2.544693183510759,2.17885298948696,0.3658401940237992,61.51824817518248,185.9335,195.4843198049888,176.38268019501123,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-04-09,190.67,188.64,183.53,186.75,80895506,187.73899999999998,186.237,180.9888,187.67144555805768,185.40211845421985,2.2693271038378384,2.196947812357136,0.07237929148070243,52.06855791962176,186.237,195.46523379349298,177.008766206507,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-04-10,186.12,185.86,184.38,185.18,66375896,187.58599999999998,186.7895,180.83579999999998,187.28814624143342,185.38566523538876,1.9024810060446669,2.1380544510946424,-0.23557344504997557,47.89103690685413,186.7895,194.08685489208597,179.49214510791404,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-04-11,185.59,184.39,180.36,181.59,91827927,187.334,186.8115,180.77700000000002,186.41150835813596,185.10450484758218,1.307003510553784,1.9718442629864708,-0.6648407524326867,33.124804504222695,186.8115,194.0395921993361,179.58340780066388,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-04-12,181.87,184.78,184.28,184.34,27080378,187.305,186.972,180.7948,186.0928147645766,185.04787485887238,1.0449399057042115,1.786463391530019,-0.7415234858258075,35.52472858866102,186.972,193.80040691908664,180.14359308091338,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-04-15,185.14,186.83,184.31,184.42,33401313,186.85899999999998,187.06400000000002,180.75619999999998,185.8354586469494,185.001365610067,0.8340930368823933,1.595989320600494,-0.7618962837181007,43.174372042227866,187.06400000000002,193.68982952105654,180.4381704789435,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-04-16,185.49,191.49,185.91,188.63,34995061,187.004,187.4005,180.76140000000004,186.26538808588026,185.27015334265462,0.9952347432256374,1.475838405125523,-0.48060366189988546,53.176704169424205,187.4005,193.59138455545298,181.209615444547,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,AAPL reports strong quarterly earnings,MarketWatch,positive,1.0,AAPL
2024-04-17,188.86,193.79,191.16,191.97,58580034,187.41000000000003,187.7315,180.91119999999998,187.14302068805253,185.76643828023577,1.3765824078167554,1.4559872056637695,-0.07940479784701404,62.6937984496124,187.7315,194.16395152578536,181.29904847421466,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-04-18,191.33,194.88,190.61,193.16,32810210,187.727,188.0585,181.2406,188.06870981296754,186.31410951873684,1.7546002942306984,1.5157098233771553,0.2388904708535431,63.48403414479926,188.0585,194.90466919390536,181.21233080609466,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-04-19,193.63,195.2,190.01,191.96,38372440,187.779,188.0375,181.57280000000003,188.6673698417418,186.73232362846002,1.9350462132817654,1.5995771013580775,0.3354691119236879,55.388383484954545,188.0375,194.8302232737455,181.24477672625449,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-04-22,190.98,196.92,191.85,193.64,77584624,188.16400000000002,188.02249999999998,181.8908,189.4323898660892,187.24400335968522,2.1883865064039867,1.7173389823672593,0.47104752403672734,61.30952380952379,188.02249999999998,194.76145470576225,181.2835452942377,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-04-23,194.61,200.75,198.74,199.18,89101928,189.407,188.573,182.38240000000002,190.9320221943832,188.12815125896782,2.8038709354153752,1.9346453729768824,0.8692255624384928,66.88642493257419,188.573,196.9599726048011,180.18602739519892,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,AAPL reports strong quarterly earnings,MarketWatch,positive,1.0,AAPL
2024-04-24,199.0,202.09,197.34,200.34,46010396,190.923,189.25449999999998,182.89880000000002,192.37940339524732,189.03273264719243,3.3466707480548905,2.2170504479924844,1.129620300062406,65.94761171032359,189.25449999999998,199.09345474765058,179.41554525234938,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-04-25,199.76,205.96,201.48,204.79,27018736,193.243,190.28849999999997,183.43259999999998,194.28872594982465,190.1999376362893,4.08878831353536,2.59139802110106,1.4973902924343006,68.82933709449931,190.28849999999997,202.01634949102822,178.56065050897172,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-04-26,203.75,210.23,206.09,207.94,85353418,195.603,191.454,184.0264,196.38892195754391,191.5140163298975,4.874905627646427,3.0480995424101334,1.826806085236294,74.5602165087957,191.454,205.26258375298352,177.6454162470165,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,AAPL reports strong quarterly earnings,MarketWatch,neutral,1.0,AAPL
2024-04-29,207.93,216.89,215.21,216.79,65591755,198.84,192.84949999999998,184.9448,199.52754934869102,193.38631141657174,6.141237932119282,3.666727220351963,2.4745107117673184,85.12628624883071,192.84949999999998,210.63213313046282,175.06686686953714,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-04-30,217.84,222.55,219.35,220.1,31437941,201.987,194.49550000000002,185.8978,202.69254175658472,195.36510316349234,7.327438593092381,4.3988694949000475,2.928569098192334,89.23595505617979,194.49550000000002,215.8117398925772,173.17926010742283,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-05-01,218.87,216.74,212.11,215.84,97539162,204.374,195.892,186.78040000000001,204.71522764018707,196.88176218841883,7.833465451768234,5.085788686273685,2.747676765494549,87.9123311932699,195.892,218.97778747103723,172.80621252896276,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-05-02,215.58,216.12,207.89,211.94,32323537,206.252,196.9895,187.58440000000002,205.8267310801583,197.99718721149893,7.8295438686593855,5.634539722750826,2.19500414590856,79.79274611398965,196.9895,220.96380244855402,173.01519755144597,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-05-03,211.5,211.43,209.77,210.03,90321996,208.05900000000003,197.919,188.25879999999998,206.47338783705703,198.8885066773138,7.584881159743219,6.024608010149304,1.5602731495939146,76.59397715472485,197.919,222.42301634104322,173.4149836589568,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-05-06,210.83,217.36,210.36,213.31,80622538,210.02599999999998,199.095,189.023,207.52517432366363,199.95676544195723,7.568408881706404,6.333368184460725,1.2350406972456787,76.13299449385856,199.095,224.20639435228154,173.98360564771846,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-05-07,212.21,212.46,209.58,211.79,39003980,211.28699999999998,200.347,189.7254,208.18130135079232,200.8333013351456,7.348000015646733,6.536294550697927,0.8117054649488056,71.82819383259911,200.347,225.36353777214728,175.33046222785273,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-05-08,212.22,209.59,204.0,207.01,89149148,211.954,201.4385,190.37399999999997,208.00110114297811,201.29083456957923,6.710266573398883,6.571088955238118,0.13917761816076446,64.13553786487037,201.4385,225.55754360065995,177.31945639934005,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-05-09,207.29,216.09,211.56,212.02,75403130,212.677,202.95999999999998,191.1298,208.61939327482762,202.0855875644252,6.533805710402419,6.563632306270979,-0.029826595868560624,68.99621212121212,202.95999999999998,225.60097450013578,180.31902549986418,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
2024-05-10,210.79,209.31,204.89,208.11,27109264,212.69400000000002,204.14849999999998,191.9624,208.54102507870027,202.53184033743074,6.009184741269536,6.452742793270692,-0.4435580520011557,63.14737415954935,204.14849999999998,225.10701870519003,183.18998129480994,29.42854035564008,2320272624817.6553,124198078753.99623,7.154141995376053,,,neutral,0.0,AAPL
